filename,idx,eng,CP1,CP2,H_donor,H_accep,HB,ionCRD,cc,co,numHB,numSHB,numCRD,C_O,pt_len,dih_gs1,dih_gs2,cp1p,cp1t,cp2p,cp2t,freq,unphy,HB_info,bond_brk,bond_uexp,CP1_f,CP2_f,H_donor_f,H_accep_f,HB_f,ionCRD_f,numHB_f,numCRD_f,C_O_f,pt_len_f,dih_gs1_f,dih_gs2_f,cp1p_f,cp1t_f,cp2p_f,cp2t_f,HB_info_f,E
aMal157_TSdh_nn_015_0,719,-1459.9196,3OB,1C4,3,2,"[2_1,9_11]","[3,6,0]",-1,2,2,0,3,1.87,"[3.851, 0.954]",85.4,60.0,348.1,87.3,246.6,169.7,0,0,"[[6.28,3.81,113.8],[8.13,4.37,134.2]]","[[[2, 2],'C_O',1.87,'CO'],[[3, 3],'H_O',3.851,'OH'],[[10, 10],'H_O',1.918,'OH'],[[13, 13],'H_O',3.409,'OH']]",[],3OB,1C4,3,2,"[2_1,9_11]","[3,6,0]",2,3,1.8940000000000001,"[3.966, 0.964]",163.6,63.1,351.0,88.0,273.0,172.7,"[[6.33,3.76,115.9],[7.86,3.99,139.4]]",279.9
aMal13_TSdh_nn_050_1,2204,-1459.9041,4C1,OS2,3,2,"[2_1,9_11,13_7]","[3,9,50]",3,2,3,1,3,2.077,"[3.074, 0.932]",277.2,45.0,189.2,13.7,334.9,92.5,0,0,"[[8.05,5.93,104.6],[8.0,3.97,143.7],[7.48,5.23,107.3]]","[[[3, 4],'C_C',1.808,'bb'],[[2, 2],'C_O',2.077,'CO'],[[3, 3],'H_O',3.074,'OH']]",[],4C1,1C4,3,2,"[9_11,10_13,13_6]","[3,9,50]",3,3,2.05,"[2.586, 0.939]",261.2,60.2,196.5,15.7,266.9,167.0,"[[7.57,3.58,145.9],[7.47,3.25,159.4],[7.8,3.37,167.7]]",320.6
aMal118_TSdh_nn_181_1,6465,-1459.8514,1HO,1S5,1,2,"[2_50,9_0,9_50,13_7]","[1,2,0]",-1,2,4,2,3,2.274,"[3.547, 0.93]",163.0,0.0,191.8,153.0,276.6,86.0,0,0,"[[7.54,3.53,146.4],[9.15,4.74,145.7],[7.34,4.88,111.1],[8.28,6.33,102.2]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],EO,1S5,1,2,"[2_50,9_50]","[1,2,0]",2,3,2.36,"[3.588, 0.929]",128.0,57.9,185.2,151.5,270.8,87.3,"[[7.65,3.48,152.1],[7.87,5.64,106.7]]",458.9
aMal439_TSdh_nn_127_0,998,-1459.915,E1,3S1,1,2,"[3_6,9_50,10_13,11_50]","[1,9,50]",-1,2,4,3,3,1.9769999999999999,"[2.292, 0.943]",91.9,60.0,50.1,69.5,34.6,86.1,0,0,"[[8.11,3.87,149.7],[7.09,4.77,109.4],[7.98,3.54,164.2],[7.91,3.93,143.0]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],3S1,3S1,1,2,"[3_6,9_2,10_13]","[1,9,11,50]",3,4,2.081,"[1.863, 0.972]",77.2,91.6,41.6,73.2,16.2,88.2,"[[7.86,3.61,153.7],[10.03,5.7,137.6],[7.86,3.58,155.5]]",292.0
aMal44_TSdh_nn_094_2,3806,-1459.8907,E1,OS2,1,2,"[9_50,11_9,13_7]","[1,50]",-1,2,3,0,2,1.9380000000000002,"[2.459, 0.941]",103.5,150.0,51.0,61.3,331.9,94.1,0,0,"[[6.68,4.25,112.0],[8.12,4.52,130.7],[7.49,5.23,107.5]]","[[[1, 1],'H_O',2.459,'OH'],[[2, 2],'C_O',1.938,'CO']]",[],E1,OS2,1,2,"[3_6,11_9,13_7]","[1,7,50]",3,3,1.985,"[2.146, 0.949]",158.0,153.3,49.0,70.1,321.5,98.5,"[[8.11,3.87,149.7],[8.62,5.17,125.1],[7.62,5.39,106.8]]",355.8
aMal474_TSdh_nn_003_1,876,-1459.9168,E4,OS2,2,1,"[2_1,3_6,9_50,10_7,11_9]","[1,2,50]",-1,1,5,2,3,2.352,"[1.246, 1.323]",173.8,165.0,64.2,124.7,340.9,95.6,0,0,"[[5.45,1.32,153.7],[7.33,3.44,145.5],[6.53,4.04,113.6],[7.91,5.25,112.9],[7.65,3.99,134.9]]","[[[1, 1],'C_O',2.352,'CO'],[[2, 2],'H_O',1.246,'OH']]",[],3H2,1S5,2,1,[3_6],"[2,13,7]",1,3,2.571,"[1.724, 0.966]",68.7,280.5,334.4,116.7,263.8,92.2,"[[8.28,4.11,145.7]]",287.2
aMal281_TSdh_nn_344_0,1673,-1459.9089,E1,OS2,1,2,"[3_6,9_50,11_9]","[1,9,50]",-1,2,3,1,3,1.9069999999999998,"[2.864, 0.935]",99.5,60.0,63.3,67.1,331.1,92.3,0,0,"[[8.44,4.41,139.4],[6.7,4.26,112.3],[8.37,4.74,130.0]]","[[[1, 1],'H_O',2.864,'OH'],[[2, 2],'C_O',1.907,'CO']]",[],E1,OS2,1,2,"[3_6,9_11]","[1,9,50]",2,3,1.91,"[2.468, 0.941]",134.9,54.9,61.8,67.5,329.1,94.7,"[[8.38,4.25,143.0],[7.79,3.84,142.1]]",308.0
aMal368_TSdh_nn_181_1,5130,-1459.8784,1HO,2SO,1,2,"[2_50,9_50,10_11]","[1,2,0]",-1,2,3,1,3,2.274,"[3.547, 0.93]",163.0,30.0,191.8,153.0,159.4,81.8,0,0,"[[7.54,3.53,146.4],[6.71,4.44,109.2],[8.45,6.15,106.7]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],EO,4C1,1,2,"[2_9,2_50,9_10,10_11,11_13]","[1,2,0]",5,3,2.369,"[3.304, 0.93]",84.3,73.7,175.7,149.4,174.7,2.9,"[[7.73,3.39,159.2],[8.21,5.09,119.2],[7.8,5.66,105.2],[7.92,5.79,105.0],[7.47,3.93,132.9]]",388.0
aMal245_TSdh_nn_072_1,2086,-1459.9052,5S1,3S1,1,2,"[1_2,9_11,13_10]","[1,9,0,50]",-1,2,3,2,4,2.104,"[1.477, 1.059]",77.0,45.0,101.5,97.8,15.3,89.9,0,0,"[[5.8,1.06,147.4],[8.62,5.54,118.2],[7.92,4.05,138.9]]","[[[1, 1],'H_O',1.477,'OH'],[[2, 2],'C_O',2.104,'CO']]",[],25B,OS2,1,2,"[1_2,9_11,10_7]","[1,9,0,50]",3,4,2.12,"[1.44, 1.084]",89.2,71.0,105.5,97.5,335.5,94.3,"[[5.75,1.08,149.8],[7.53,3.57,145.2],[8.09,5.38,113.5]]",317.7
aMal347_TSdh_nn_187_0,2008,-1459.9058,3S1,1C4,-1,-1,"[1_2,3_6,3_0,9_50,11_9]","[1,2,50]",-1,2,5,3,3,2.253,"[0, 0]",93.2,60.0,25.9,79.2,246.6,174.6,0,0,"[[5.52,1.83,150.5],[7.37,3.27,150.3],[6.94,4.85,104.7],[7.33,4.82,111.8],[7.93,4.11,137.5]]","[[[2, 2],'C_O',2.253,'CO']]",[],3S1,1C4,-1,-1,"[1_2,3_6,3_0,9_11,10_13]","[1,2,9,50]",5,4,2.272,"[0, 0]",145.2,60.5,26.6,76.5,335.7,175.8,"[[5.6,1.86,152.6],[7.56,3.38,151.2],[6.9,4.79,105.2],[7.12,3.34,142.9],[8.69,5.44,121.1]]",316.1
aMal179_TSdh_nn_008_1,2112,-1459.9049,4H5,5S1,2,1,"[3_50,10_13]","[2,3]",-1,1,2,1,2,2.588,"[2.248, 0.934]",159.4,135.0,257.2,44.0,80.2,81.0,0,0,"[[7.95,5.72,106.3],[8.01,3.98,143.3]]","[[[1, 1],'C_O',2.588,'CO'],[[2, 2],'H_O',2.248,'OH']]",[],4H5,5S1,2,1,"[3_11,10_13,11_50]","[2,3]",3,2,2.687,"[2.076, 0.941]",142.1,171.2,255.9,43.6,80.2,84.8,"[[7.92,3.39,172.8],[7.84,3.85,143.5],[7.25,4.08,124.9]]",318.5
aMal228_TSdh_nn_357_1,5238,-1459.8770000000006,1S3,5S1,1,2,[],"[1,0]",3,2,0,0,2,2.248,"[1.757, 0.965]",312.4,120.0,198.6,72.8,86.0,84.4,0,0,[],"[[[3, 4],'C_C',1.807,'bb'],[[1, 1],'H_O',1.757,'OH'],[[2, 2],'C_O',2.248,'CO']]",[],B3O,4C1,1,2,"[3_2,9_10,10_11,11_13]","[1,0]",4,2,2.5839999999999996,"[1.881, 0.951]",294.2,100.6,166.1,76.9,132.3,3.7,"[[8.59,5.15,124.6],[7.99,5.72,106.8],[8.03,6.12,101.9],[7.54,4.01,132.3]]",391.7
aMal211_TSdh_nn_016_1,1981,-1459.9062,E3,B14,-1,-1,"[2_1,3_11,3_50,10_13,11_50]","[1,2,3]",-1,1,5,4,3,2.528,"[0, 0]",150.8,165.0,164.8,62.8,70.5,81.5,0,0,"[[5.51,1.86,148.4],[10.45,5.32,160.0],[7.95,5.58,108.4],[8.28,4.06,147.5],[7.62,3.72,143.0]]","[[[1, 1],'C_O',2.528,'CO']]",[],2H3,5S1,-1,-1,"[2_1,3_11,10_13,11_50]","[1,2,3]",4,3,2.5540000000000003,"[0, 0]",162.3,182.6,159.0,66.5,86.7,83.1,"[[5.6,2.03,146.0],[7.79,3.33,169.4],[7.99,4.01,141.8],[7.11,4.14,121.1]]",315.1
aMal466_TSdh_nn_302_0,1291,-1459.9121,E1,3S1,1,2,"[2_3,9_11,11_50]","[1,11,50]",-1,2,3,1,3,1.886,"[2.964, 0.935]",115.1,60.0,56.5,54.7,26.1,93.0,0,0,"[[8.38,6.41,102.1],[8.68,4.99,129.7],[7.76,4.05,135.6]]","[[[1, 1],'H_O',2.964,'OH'],[[2, 2],'C_O',1.886,'CO']]",[],E1,3S1,1,2,[3_6],"[1,9,11,50]",1,4,1.943,"[2.311, 0.943]",95.6,70.8,50.6,69.3,24.6,87.9,"[[8.21,3.95,149.5]]",299.6
aMal94_TSdh_nn_165_2,3552,-1459.8927,E1,3S1,1,2,"[9_50,13_7]","[1,11,50]",-1,2,2,0,3,1.9340000000000002,"[2.2, 0.948]",96.2,105.0,50.0,66.0,36.5,86.0,0,0,"[[7.46,4.66,116.7],[7.43,5.19,107.3]]","[[[1, 1],'H_O',2.2,'OH'],[[2, 2],'C_O',1.934,'CO']]",[],B14,3S1,1,2,"[9_1,9_50]","[1,11,50]",2,3,1.926,"[2.853, 0.965]",65.4,126.7,49.4,74.2,19.0,93.1,"[[7.34,3.16,155.9],[7.1,4.92,106.0]]",350.5
aMal466_TSdh_nn_020_2,996,-1459.915,5S1,3S1,1,2,"[1_2,6_3,9_11,11_50]","[1,11,0,50]",-1,2,4,2,4,2.099,"[1.424, 1.091]",78.3,90.0,104.2,102.2,26.1,93.0,0,0,"[[5.69,1.09,149.8],[6.58,4.38,108.2],[8.68,4.99,129.7],[7.76,4.05,135.6]]","[[[1, 1],'H_O',1.424,'OH'],[[2, 2],'C_O',2.099,'CO']]",[],25B,3S1,1,2,"[1_2,6_3]","[1,9,11,0,50]",2,5,2.115,"[1.4, 1.118]",94.2,72.3,107.3,101.2,24.1,88.8,"[[5.67,1.12,151.2],[6.73,4.33,111.3]]",292.0
aMal79_TSdh_nn_329_2,5368,-1459.8753,4C1,5S1,2,3,"[3_9,9_50,13_10]","[1,2]",1,3,3,1,2,2.24,"[3.049, 0.931]",92.2,105.0,169.3,8.0,85.6,85.9,0,0,"[[5.1,2.7,117.6],[7.87,5.26,112.3],[8.11,4.02,144.6]]","[[[1, 2],'C_C',1.724,'bb'],[[2, 2],'H_O',3.049,'OH'],[[3, 3],'C_O',2.24,'CO']]",[],4C1,5S1,2,3,"[3_9,6_7,13_10]","[1,2]",3,2,2.193,"[3.072, 0.927]",114.0,80.7,161.4,8.9,90.2,89.0,"[[8.45,4.21,145.9],[8.67,4.38,146.2],[8.23,4.33,137.5]]",396.2
aMal211_TSdh_nn_128_0,5955,-1459.8674,3S1,B14,-1,-1,"[1_9,1_50,3_6,10_13,11_50]","[3,6]",-1,6,5,4,2,2.231,"[0, 0]",42.0,75.0,36.0,99.6,70.5,81.5,0,0,"[[6.87,3.82,123.8],[7.85,4.05,137.3],[6.03,2.19,153.0],[8.28,4.06,147.5],[7.62,3.72,143.0]]","[[[6, 6],'C_O',2.231,'CO']]",[],3S1,5S1,-1,-1,"[1_9,1_50,3_6,10_13,11_50]","[3,6]",5,2,2.2359999999999998,"[0, 0]",64.9,57.1,44.5,101.0,82.4,87.7,"[[8.23,3.8,156.2],[7.84,4.58,123.5],[6.09,2.31,151.3],[7.83,3.86,143.0],[7.92,4.17,135.9]]",416.9
aMal458_TSdh_nn_020_1,1026,-1459.9144,5S1,OS2,1,2,"[1_2,6_3,9_50,11_9]","[1,0,50]",-1,2,4,1,3,2.099,"[1.424, 1.091]",78.3,15.0,104.2,102.2,331.0,91.8,0,0,"[[5.69,1.09,149.8],[6.58,4.38,108.2],[6.7,4.18,113.6],[8.47,4.86,129.2]]","[[[1, 1],'H_O',1.424,'OH'],[[2, 2],'C_O',2.099,'CO']]",[],25B,OS2,1,2,"[1_2,6_3,9_11]","[1,9,0,50]",3,4,2.103,"[1.389, 1.12]",131.8,51.6,110.5,102.0,328.8,94.1,"[[5.63,1.12,151.3],[6.73,4.25,112.8],[7.88,3.99,139.6]]",293.5
aMal252_TSdh_nn_274_1,4934,-1459.8804,1S3,5S1,1,2,[10_13],"[1,6,0]",-1,2,1,1,3,2.073,"[2.207, 0.949]",64.7,15.0,198.7,88.6,78.8,79.8,0,0,"[[8.04,4.0,143.2]]","[[[1, 1],'H_O',2.207,'OH'],[[2, 2],'C_O',2.073,'CO']]",[],EO,5S1,1,2,"[3_7,10_13]","[1,6,0]",2,3,2.033,"[2.131, 0.953]",58.5,36.0,189.6,111.4,86.6,80.0,"[[8.32,4.19,143.7],[8.42,4.42,139.0]]",382.8
aMal186_TSdh_nn_162_0,5932,-1459.8677,5HO,OS2,1,2,"[2_50,3_6,9_50,10_7,11_9,13_11]","[1,0]",-1,2,6,2,2,2.199,"[1.822, 0.96]",81.8,60.0,143.2,154.7,334.2,91.0,0,0,"[[9.03,5.35,128.1],[6.45,2.41,167.1],[6.68,4.34,110.7],[8.18,5.11,119.5],[8.28,4.7,129.2],[9.13,4.97,138.7]]","[[[1, 1],'H_O',1.822,'OH'],[[2, 2],'C_O',2.199,'CO']]",[],1C4,OS2,1,2,"[2_50,3_6,9_50,10_7,11_9,13_11]","[1,0]",6,2,2.205,"[1.81, 0.964]",79.7,44.4,125.8,157.7,332.9,90.8,"[[9.12,5.81,120.8],[6.39,2.36,168.3],[6.83,4.84,104.6],[8.29,5.49,114.5],[8.42,4.85,128.2],[9.66,6.0,125.4]]",416.1
aMal97_TSdh_nn_182_1,1221,-1459.9125,5H4,1C4,2,1,"[1_50,6_3,11_9,11_7,13_10]",[2],-1,1,5,1,1,2.521,"[1.718, 0.963]",157.9,-0.0,82.5,115.1,144.5,178.8,0,0,"[[8.93,6.07,114.1],[7.33,3.7,136.3],[7.92,4.7,123.2],[8.53,6.37,104.6],[8.44,4.64,133.8]]","[[[1, 1],'C_O',2.521,'CO'],[[2, 2],'H_O',1.718,'OH']]",[],5H4,1C4,2,1,"[1_9,1_50,6_3,9_11,13_10]",[2],5,1,2.347,"[1.899, 0.943]",145.9,60.3,82.0,114.0,350.2,178.6,"[[8.27,3.64,173.3],[8.33,5.74,110.7],[7.29,3.56,139.9],[7.36,3.62,139.5],[8.29,4.64,131.0]]",298.5
aMal350_TSdh_nn_127_1,820,-1459.9176,E1,3S1,1,2,"[3_6,9_50,10_7,11_9,13_10]","[1,9,50]",-1,2,5,2,3,1.9769999999999999,"[2.292, 0.943]",91.9,45.0,50.1,69.5,22.4,90.5,0,0,"[[8.11,3.87,149.7],[7.21,5.31,102.7],[7.72,4.84,117.3],[8.09,6.07,103.3],[8.09,3.89,149.1]]","[[[1, 1],'H_O',2.292,'OH'],[[2, 2],'C_O',1.977,'CO']]",[],E1,3S1,1,2,"[3_6,10_13]","[1,9,11,50]",2,4,2.005,"[2.099, 0.951]",92.6,73.8,46.8,70.6,19.6,87.7,"[[8.11,3.82,151.8],[7.71,3.47,155.7]]",285.1
aMal414_TSdh_nn_094_1,2309,-1459.9035,E1,4C1,1,2,"[9_10,10_11]","[1,50]",-1,2,2,0,2,1.9380000000000002,"[2.459, 0.941]",103.5,45.0,51.0,61.3,109.6,4.8,0,0,"[[7.84,5.51,108.1],[8.4,6.11,106.7]]","[[[1, 1],'H_O',2.459,'OH'],[[2, 2],'C_O',1.938,'CO']]",[],E1,4C1,1,2,"[9_10,10_11]","[1,9,50]",2,3,1.992,"[2.16, 0.949]",67.6,49.9,47.2,62.8,200.1,5.5,"[[7.68,5.63,104.2],[8.35,6.06,106.7]]",322.1
aMal123_TSdh_nn_335_2,4568,-1459.8845,B25,1C4,2,1,"[9_11,13_7]",[2],-1,1,2,1,1,2.5610000000000004,"[1.691, 0.967]",86.1,180.0,312.0,99.0,251.8,171.3,0,0,"[[8.04,4.26,135.5],[7.73,5.17,111.8]]","[[[1, 1],'C_O',2.561,'CO'],[[2, 2],'H_O',1.691,'OH']]",[],B25,1C4,2,1,"[9_11,13_7]",[2],2,1,2.741,"[1.701, 0.96]",97.1,178.1,310.9,98.3,274.1,171.8,"[[7.69,4.0,135.4],[7.92,5.46,109.9]]",372.0
aMal378_TSdh_nn_340_1,4526,-1459.8848,B3O,4C1,3,2,"[2_1,9_50,10_9,11_10,13_7]","[3,50]",3,2,5,0,2,2.023,"[2.855, 0.933]",273.9,120.0,167.4,80.7,232.7,4.9,0,0,"[[6.71,4.24,112.5],[7.37,4.96,110.1],[8.33,6.12,105.6],[7.92,5.61,107.5],[7.65,5.53,105.3]]","[[[3, 4],'C_C',1.846,'bb'],[[2, 2],'C_O',2.023,'CO'],[[3, 3],'H_O',2.855,'OH']]",[],B3O,4C1,3,2,"[2_1,9_50,11_10,13_7]","[3,13]",4,2,2.042,"[2.68, 0.932]",292.1,102.5,164.6,80.4,270.1,5.6,"[[6.87,4.23,115.3],[7.59,5.61,103.2],[7.96,5.85,104.6],[7.54,5.66,101.8]]",371.2
aMal242_TSdh_nn_321_0,3811,-1459.8907,OH5,1C4,1,2,"[3_0,9_50,11_9]","[1,6,0]",-1,2,3,1,3,2.189,"[1.661, 0.984]",82.4,60.0,336.1,66.7,218.1,175.8,0,0,"[[7.3,4.53,116.0],[7.26,4.73,112.4],[7.91,4.07,138.1]]","[[[1, 1],'H_O',1.661,'OH'],[[2, 2],'C_O',2.189,'CO']]",[],OH5,1C4,1,2,"[3_0,9_50,11_9]","[1,6,0]",3,3,2.198,"[1.593, 1.003]",123.2,60.8,330.9,67.0,233.4,172.5,"[[7.82,5.35,109.8],[7.83,5.88,102.7],[7.99,4.14,137.8]]",355.8
aMal21_TSdh_nn_181_0,6473,-1459.8503,1HO,5S1,1,2,"[2_50,11_50]","[1,2,0]",-1,2,2,2,3,2.274,"[3.547, 0.93]",163.0,150.0,191.8,153.0,88.1,76.7,0,0,"[[7.54,3.53,146.4],[8.27,4.32,138.7]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],EO,5S1,1,2,"[2_50,11_50]","[1,2,0]",2,3,2.326,"[3.572, 0.929]",176.8,183.1,183.8,152.8,93.0,82.7,"[[7.43,3.39,149.0],[8.36,4.26,142.6]]",461.8
aMal190_TSdh_nn_015_2,815,-1459.9177,3OB,1C4,3,2,"[2_1,9_50,11_9,13_7]","[3,6,0]",-1,2,4,1,3,1.87,"[3.851, 0.954]",85.4,120.0,348.1,87.3,262.6,175.3,0,0,"[[6.28,3.81,113.8],[7.25,4.77,111.6],[7.83,4.0,138.6],[7.87,5.27,112.2]]","[[[2, 2],'C_O',1.87,'CO'],[[3, 3],'H_O',3.851,'OH']]",[],3OB,1C4,3,2,"[2_1,6_13,9_50,11_9]","[3,6,0]",4,3,1.869,"[3.828, 0.951]",135.6,59.2,349.9,87.4,251.8,171.7,"[[6.25,3.67,116.3],[7.91,3.42,169.3],[8.27,6.47,100.2],[7.94,4.15,136.6]]",284.9
aMal228_TSdh_nn_181_0,6188,-1459.8631,1HO,5S1,1,2,"[2_11,2_50]","[1,2,11,0]",-1,2,2,1,4,2.274,"[3.547, 0.93]",163.0,60.0,191.8,153.0,86.0,84.4,0,0,"[[6.11,4.21,103.8],[7.54,3.53,146.4]]","[[[1, 1],'H_O',3.547,'OH'],[[2, 2],'C_O',2.274,'CO']]",[],5HO,5S1,1,2,[2_50],"[1,2,11,0]",1,4,2.3680000000000003,"[3.382, 0.929]",138.2,65.0,139.6,148.0,93.8,80.9,"[[6.89,3.4,134.9]]",428.2
aMal8_TSdh_nn_096_0,1790,-1459.9078,5S1,3S1,1,2,"[3_6,9_11,9_50]","[1,9,0,50]",-1,2,3,0,4,2.202,"[1.62, 0.993]",77.1,60.0,105.1,97.5,20.8,91.4,0,0,"[[7.73,4.74,119.6],[8.73,5.63,118.3],[6.77,4.99,101.4]]","[[[1, 1],'H_O',1.62,'OH'],[[2, 2],'C_O',2.202,'CO']]",[],25B,3S1,1,2,"[1_2,3_6]","[1,9,11,0,50]",2,5,2.235,"[1.589, 1.006]",90.9,77.2,105.7,95.9,24.1,89.1,"[[6.13,1.01,144.8],[7.89,4.92,118.6]]",310.9
aMal66_TSdh_nn_119_0,4051,-1459.8887,E1,2SO,1,2,"[2_3,6_0,9_50,10_11]","[1,9,50]",-1,2,4,0,3,1.844,"[3.695, 0.935]",91.3,60.0,55.4,53.3,160.9,85.8,0,0,"[[7.8,5.6,105.9],[7.91,6.08,100.9],[6.61,4.22,111.7],[8.59,6.36,105.5]]","[[[1, 1],'H_O',3.695,'OH'],[[2, 2],'C_O',1.844,'CO']]",[],E1,B3O,1,2,"[2_3,6_0,9_10]","[1,9,50]",3,3,1.84,"[3.781, 0.934]",81.2,68.9,56.2,53.3,167.9,87.7,"[[7.65,5.2,109.9],[7.93,6.03,101.9],[7.21,4.7,112.2]]",361.0
aMal231_TSdh_nn_161_1,1149,-1459.9134,3E,1C4,2,1,"[2_1,3_6,9_11]","[1,2,50]",-1,1,3,3,3,2.383,"[1.275, 1.264]",96.8,315.0,352.5,109.1,249.2,168.1,0,0,"[[5.46,1.26,153.5],[7.98,3.87,146.5],[8.06,4.19,137.9]]","[[[1, 1],'C_O',2.383,'CO'],[[2, 2],'H_O',1.275,'OH']]",[],3H4,1C4,2,1,"[2_1,3_6,9_11,13_10]","[1,2,50]",4,3,2.362,"[1.246, 1.317]",132.9,301.1,36.9,120.6,274.1,169.8,"[[5.45,1.32,154.3],[7.5,3.31,157.3],[7.54,3.64,142.7],[7.65,3.86,139.0]]",296.2
aMal86_TSdh_nn_094_1,872,-1459.9169,E1,4C1,1,2,"[9_50,10_9,11_10,13_7]","[1,50]",-1,2,4,0,2,1.9380000000000002,"[2.459, 0.941]",103.5,45.0,51.0,61.3,208.6,4.6,0,0,"[[7.39,4.99,109.9],[8.31,6.09,105.8],[8.0,5.8,105.8],[7.56,5.44,105.5]]","[[[1, 1],'H_O',2.459,'OH'],[[2, 2],'C_O',1.938,'CO']]",[],E1,4C1,1,2,"[3_6,9_10,10_11]","[1,9,50]",3,3,2.013,"[2.107, 0.95]",68.0,48.7,45.9,70.4,227.6,5.6,"[[8.13,3.82,152.9],[7.54,5.48,104.4],[8.12,6.09,103.4]]",287.0
aMal458_TSdh_nn_340_0,5395,-1459.8752,B3O,OS2,3,2,"[2_1,2_13,9_50,11_9]","[3,9,50]",3,2,4,0,3,2.023,"[2.855, 0.933]",273.9,45.0,167.4,80.7,331.0,91.8,0,0,"[[6.71,4.24,112.5],[8.36,5.97,107.9],[6.7,4.18,113.6],[8.47,4.86,129.2]]","[[[3, 4],'C_C',1.846,'bb'],[[2, 2],'C_O',2.023,'CO'],[[3, 3],'H_O',2.855,'OH']]",[],B3O,OS2,3,2,"[2_1,9_3,9_50,13_0]","[3,9,11]",4,3,2.039,"[2.687, 0.932]",276.9,23.5,178.8,77.6,329.6,95.5,"[[6.69,4.08,115.3],[8.13,4.92,121.6],[6.38,3.67,118.2],[9.19,5.05,137.7]]",396.5
aMal443_TSdh_nn_020_2,756,-1459.9187,5S1,3S1,1,2,"[1_2,6_3,9_1,9_2,9_50,13_7]","[1,11,0,50]",-1,2,6,2,4,2.099,"[1.424, 1.091]",78.3,105.0,104.2,102.2,28.7,89.8,0,0,"[[5.69,1.09,149.8],[6.58,4.38,108.2],[10.91,6.41,137.1],[8.34,5.04,123.2],[7.13,4.49,114.8],[7.46,5.22,107.4]]","[[[1, 1],'H_O',1.424,'OH'],[[2, 2],'C_O',2.099,'CO']]",[],5E,3S1,-1,-1,"[1_2,6_3,9_2]","[1,9,11,0,50]",3,5,2.171,"[0, 0]",75.9,92.4,108.7,108.6,21.9,89.7,"[[5.51,1.77,153.1],[6.08,3.62,114.1],[7.39,3.19,156.6]]",282.2
aMal420_TSdh_nn_025_1,958,-1459.9155,3E,4C1,2,1,"[2_1,9_10,10_11,11_13]","[1,2,50]",-1,1,4,1,3,2.296,"[1.327, 1.192]",151.5,165.0,11.7,115.1,130.5,2.5,0,0,"[[5.5,1.19,151.4],[7.84,5.46,108.8],[7.97,5.87,104.5],[7.86,4.18,134.1]]","[[[1, 1],'C_O',2.296,'CO'],[[2, 2],'H_O',1.327,'OH']]",[],3E,4C1,2,1,"[2_1,9_10,10_11,11_13]","[1,2,7,50]",4,4,2.367,"[1.299, 1.229]",164.9,153.4,346.0,109.1,173.2,11.5,"[[5.47,1.23,152.4],[7.56,5.27,107.9],[7.99,6.09,101.7],[7.59,4.11,130.6]]",290.6
aMal13_TSdh_nn_008_1,1340,-1459.9117,4H5,OS2,2,1,"[3_50,9_11,13_7]","[2,3]",-1,1,3,1,2,2.588,"[2.248, 0.934]",159.4,135.0,257.2,44.0,334.9,92.5,0,0,"[[7.95,5.72,106.3],[8.0,3.97,143.7],[7.48,5.23,107.3]]","[[[1, 1],'C_O',2.588,'CO'],[[2, 2],'H_O',2.248,'OH']]",[],4H5,3OB,2,1,"[3_9,3_50,9_11,10_13,10_7]","[2,3]",5,2,2.637,"[2.165, 0.938]",123.4,123.6,257.2,41.9,7.1,92.7,"[[7.35,2.98,175.3],[8.37,6.3,102.8],[7.73,3.88,139.4],[8.04,3.71,155.3],[8.28,6.28,102.6]]",300.6
aMal477_TSdh_nn_015_0,765,-1459.9185,3OB,5S1,3,2,"[2_1,10_13,11_50]","[3,6,0]",-1,2,3,2,3,1.87,"[3.851, 0.954]",85.4,60.0,348.1,87.3,83.2,92.2,0,0,"[[6.28,3.81,113.8],[8.69,4.28,150.6],[7.59,3.58,147.2]]","[[[2, 2],'C_O',1.87,'CO'],[[3, 3],'H_O',3.851,'OH']]",[],3OB,5S1,3,2,"[2_1,10_13,11_50]","[3,6,0]",3,3,1.8769999999999998,"[3.999, 0.974]",76.2,85.8,351.7,84.2,83.7,85.8,"[[6.32,3.83,114.3],[7.98,4.01,141.7],[7.98,3.9,146.0]]",282.8
aMal173_TSdh_nn_177_1,2860,-1459.8984,5S1,5S1,1,2,"[6_3,11_50,13_10]","[1,11,0,50]",-1,2,3,2,4,2.239,"[1.808, 0.958]",92.6,90.0,104.5,99.7,84.9,84.1,0,0,"[[8.95,5.09,132.3],[7.83,3.84,144.0],[8.14,4.04,144.5]]","[[[1, 1],'H_O',1.808,'OH'],[[2, 2],'C_O',2.239,'CO']]",[],5S1,1C4,1,2,"[6_3,9_1,9_50,13_10]","[1,9,11,0,7]",4,5,2.346,"[1.787, 0.958]",173.8,61.3,95.8,100.5,159.9,170.7,"[[8.08,4.38,133.5],[8.5,4.89,128.2],[6.49,4.54,104.0],[7.47,3.64,142.0]]",335.5
